ID,Title,Content,Excerpt,Date,Post Type,Permalink,Parent Product ID,Sku,Price,Regular Price,Sale Price,Stock Status,Stock,Visibility,External Product URL,Total Sales,Attribute Name (pa_brand),Attribute Value (pa_brand),Attribute In Variations (pa_brand),Attribute Is Visible (pa_brand),Attribute Is Taxonomy (pa_brand),Attribute Name (pa_color),Attribute Value (pa_color),Attribute In Variations (pa_color),Attribute Is Visible (pa_color),Attribute Is Taxonomy (pa_color),Attribute Name (pa_custom_attribute),Attribute Value (pa_custom_attribute),Attribute In Variations (pa_custom_attribute),Attribute Is Visible (pa_custom_attribute),Attribute Is Taxonomy (pa_custom_attribute),Attribute Name (pa_customizable),Attribute Value (pa_customizable),Attribute In Variations (pa_customizable),Attribute Is Visible (pa_customizable),Attribute Is Taxonomy (pa_customizable),Attribute Name (pa_moresize),Attribute Value (pa_moresize),Attribute In Variations (pa_moresize),Attribute Is Visible (pa_moresize),Attribute Is Taxonomy (pa_moresize),Attribute Name (pa_residuallimbsupport),Attribute Value (pa_residuallimbsupport),Attribute In Variations (pa_residuallimbsupport),Attribute Is Visible (pa_residuallimbsupport),Attribute Is Taxonomy (pa_residuallimbsupport),Attribute Name (pa_seatupgrade),Attribute Value (pa_seatupgrade),Attribute In Variations (pa_seatupgrade),Attribute Is Visible (pa_seatupgrade),Attribute Is Taxonomy (pa_seatupgrade),Attribute Name (pa_size),Attribute Value (pa_size),Attribute In Variations (pa_size),Attribute Is Visible (pa_size),Attribute Is Taxonomy (pa_size),Attribute Name (pa_some_parametr),Attribute Value (pa_some_parametr),Attribute In Variations (pa_some_parametr),Attribute Is Visible (pa_some_parametr),Attribute Is Taxonomy (pa_some_parametr),Attribute Name (pa_speed),Attribute Value (pa_speed),Attribute In Variations (pa_speed),Attribute Is Visible (pa_speed),Attribute Is Taxonomy (pa_speed),Attribute Name (pa_sseatupgrade),Attribute Value (pa_sseatupgrade),Attribute In Variations (pa_sseatupgrade),Attribute Is Visible (pa_sseatupgrade),Attribute Is Taxonomy (pa_sseatupgrade),Shipping Class,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Attachment URL,Product Type,Tags,Product categories,Product tags,Add a Upsell Category,Status,Author,Slug,Format,Template,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,Downloadable,Virtual,Purchase Note,Featured,Weight,Length,Width,Height,Sale Price Dates From,Sale Price Dates To,Sold Individually,Manage Stock,Up-Sells,Cross-Sells,Downloadable Files Paths,Downloadable Files Names,Download Limit,Download Expiry,Download Type,Button Text,Backorders,Tax Status,Tax Class,Product Image Gallery,Default Attributes,Product Attributes,Product Version,Variation Description,Wc Rating Count,Wc Review Count,Wc Average Rating,Min Variation Price,Max Variation Price,Min Variation Regular Price,Max Variation Regular Price,Min Variation Sale Price,Max Variation Sale Price,Min Price Variation Id,Max Price Variation Id,Min Regular Price Variation Id,Max Regular Price Variation Id,Min Sale Price Variation Id,Max Sale Price Variation Id,Choose categories,Show single product,Contact text,Phone,Seat width,Weight,Top Speed,Main Use,Drive Range,Chair size,Overall width,Base width open,Usage,Brand,Choose frame type,Frame color,Cross sell products title,Text,Set number,Title in Why us block,Description text,Description text,Shop Type field,Text in footer,Call us today title,Phone,Send Us an email title,Email field,Our Headquarters address,Adress,Map Latitude,Map Longitude,Three line preview text_new_line,Price Info Block,Show this filter,File name,Featured Product,Show on this category,Last Block on Page title,Last Block on Page description,Shipping and Returns,Image for aside,Choose 4 products for featured preview,Featured title,Title For this block,Image for preview on home page,Custom category title,Text of link for preview on home page,Link for the button,Price for preview on home page,Technical Specifications block_haracteristic,Technical Specifications block_value,Technical Specifications block_show_in_preview_of_the_product,main phone,Facebook,Twitter,Instagram,Google plus,Linked In,Choose the title,Choose the map image,Advantages title,Why us title ?,Financing title,Link on video,Video image,Contacts block header,Contact tel,Cross sell products title,Cross sell products title,Cross sell product's title
59,LiteRider Envy,"The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit","Short Description The MPV5® is one of the most maneuverable power wheelchairs available today. Its unique, Round for a Reason® design enables easy navigation around tight corners and narrow spaces in your home. Hoveround's optional recline seat upgrade offers a higher seat back and adjustable recline providing additional comfort and support. (starting at $450- Not Medicare Reimbursed) When paying by credit",2017-04-18,product,http://all-mobility-wp/product/lift-chairs/literider-envy/,0,,400,1500,1300,instock,,visible,,4,Brand,First Brand|Second Brand,yes,yes,yes,Color,Burgundy|First Color,no,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,http://all-mobility-wp/wp-content/uploads/2017/04/product-pic1.jpg|http://all-mobility-wp/wp-content/uploads/2017/04/mobile-scooters-heavy-duty.jpg,product-pic1|mobile-scooters-heavy-duty,|,|,|,,variable,rated-5,Mobility Scooters>3 Wheel Mobility Scooters|Test category>sub test 2 category|Lift Chairs>Sub Lift Chairs,,,publish,1,literider-envy,,,0,0,open,closed,2017-11-06,no,no,,no,field_590b251b65338,,,,,,,no,888WNLM|UL8WPBS|PRIDE46,,,,-1,-1,,,no,none,,"61,6",a:0:{},"a:2:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.0.9,,a:3:{i:1,i:1,i:3,i:1,i:4,i:1,},3,2.67,,,,,,,,,,,,,,1,,,100,100,100,100,100,100,100,100,100,Brand 1,disassembles,red,,,,,,,,,,,,,,,,,First|Second|Third,,,new-1.jpg,yes,,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum
",http://all-mobility-wp/wp-content/uploads/2017/04/mobile-scooters-heavy-duty.jpg,,,,,,,,,Top Speed|Turning Radius|Drive Range,3.50mph|39”|8.70 miles,||,,,,,,,,,,,,
79,Second item,"What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.

Why do we use it?
It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).","What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",2017-04-19,product,http://all-mobility-wp/product/lift-chairs/second-item/,0,,450,,,instock,,,,1,Brand,First Brand|Second Brand,yes,yes,yes,Color,Second Color,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,http://all-mobility-wp/wp-content/uploads/2017/04/mobile-scooters-heavy-duty.jpg|http://all-mobility-wp/wp-content/uploads/2017/04/product-pic1.jpg,mobile-scooters-heavy-duty|product-pic1,|,|,|,,variable,rated-5,Lift Chairs>Sub Lift Chairs,,,publish,1,second-item,,,0,0,open,closed,2017-10-31,no,no,,no,field_590b251b65338,,,,,,no,no,||,|888WNLM|888WNLLHD|GK83||,,,-1,-1,,,no,none,,60,"a:1:{s:8:""pa_brand"";s:12:""second-brand"";}","a:2:{s:8:""pa_brand"";a:6:{s:4:""name"";s:8:""pa_brand"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.9,,a:3:{i:3,i:2,i:4,i:2,i:5,i:1,},5,3.80,,,,,,,,,,,,,,,,,,400,,35,,,,,4,,disassembles,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,1|3|123|2412|123|44|12,2|456|123123|124|412|778|44,show|||||show|,,,,,,,,,,,,
138,Second item,"What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.

Why do we use it?
It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).","What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",2017-04-21,product,http://all-mobility-wp/product/lift-chairs/second-item/?attribute_pa_brand=second-brand,79,,0,0,,instock,,,,0,Brand,Second Brand,yes,yes,yes,Color,,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,variable,rated-5,Lift Chairs>Sub Lift Chairs,,,publish,1,second-item,,,second-item,0,open,closed,2017-10-26,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,a:0:{},,3.0.9,,a:0:{},0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Second item,"What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.

Why do we use it?
It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).","What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",2017-05-03,product,http://all-mobility-wp/product/lift-chairs/second-item/?attribute_pa_brand=first-brand&attribute_pa_color=second-color,79,,450,500,450,instock,,,,0,Brand,First Brand,yes,yes,yes,Color,Second Color,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,variable,rated-5,Lift Chairs>Sub Lift Chairs,,,publish,1,second-item,,,second-item,1,open,closed,2017-05-03,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,a:0:{},,3.0.3,,a:0:{},0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,6Runner 10 By Shoprider,"Designed for everyday use, the 6Runner 10 is a mid-size power chair. Six points of contact with the floor as well as the mid-wheel drive system ensure added safety and stability. Its four post seating system and engineered suspension system makes for smooth driving on nearly any surface. When the battery needs checking or changing, it is always easily accessible in the easy-to-reach battery compartment. The 6Runner 10 has a total weight-bearing capacity of up to 300 lbs. and features an 18 inch reclining seat for extra leg comfort and increased riding satisfaction. This unit can be ordered in red.",The 6Runner 10 is a mid-sized chair designed for daily use. Six contact points with the floor and the mid-wheel drive system ensure stability. The four post seating system and engineered suspension system makes for smooth driving. The 6Runner 10 has a weight capacity of 300 lbs. and a reclining seat.,2017-06-15,product,http://all-mobility-wp/product/power-wheelchairs/6runner-10-by-shoprider/,0,888WNLM,3299,5595,3299,instock,,visible,,0,Brand,,no,no,no,Color,red,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,simple,,Power Wheelchairs>Travel Power Wheelchairs,,,publish,1,6runner-10-by-shoprider,,,0,0,open,open,2017-06-15,no,no,,no,field_590b251b65338,,,,,,,no,SP181821RG|SV191821B|SV2121211/2RG|O216(K)|OXY-03|WH-0185(K)|ELRJET-R(K)|ELRJET-B(K)|BKS100L(K)|BKS100R(K),888WNLLHD|UL8WPBS|WH-0185(K)|888WA|858WM,,,,,,,no,taxable,standard,,,"a:1:{s:8:""pa_color"";a:7:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;s:24:""is_create_taxonomy_terms"";i:1;}}",3.0.3,,a:0:{},0,0,,,,,,,,,,,,,,,,,19.00,300.00,5.00,15.75,11.00,,23.00,,11.00,Shoprider,,Red,,,,,,,,,,,,,,,,,300lb Weight Capacity  | Full Suspension | Four Post Seating System,,,6runner10888WNLM.pdf,no,,,,,,,,,,,,,,"Overall Dimensions (L x W x H) | Number, Size of Tires | Suggested User Weight(1) | Weight of Heaviest Part(2) | Weight(3) | Each Battery Module Weight | Battery Size | Charger | Output Power of Motor | Maximum Speed | Maximum Climbing Angle | Safe Climbing Angle(4) | Range (Per Charge)(6) | Turning Radius | Model # | Standard Seat | (1)On level road | (2)Without basket and seating | (3)With basket, seat & batteries |  (4)Base on user weight of 200LB | (6)After the batteries and mechanical moving parts fully break in. |","42"" x 23"" x 46"" | 2, 7"" (2, 10"") 2, 7"" | Max. 300lb | - | 191lb | 23lb | U1 x 2 | Off board (5A) | .60 x 2HP | 5MPH | 0.1 | 6 | 10 - 11 Miles | 15.75"" | 888WNLM | SV191821B||||||",|||||||||||||||||||||,,,,,,,,,,,,,,,,,,
1446,6Runner 14 By Shoprider,"The 6Runner 14 is a power chair built for both comfort and durability, The 6Runner 14 is heavy duty and ideal for daily use. In addition to a rugged mid-wheel drive system, its ground contact at six points adds extra stability and security for the user. The chair's four post seating and suspension system increases stability for a smooth drive and easily handles nearly all terrains. The 6Runner 14 has a weight capacity of up to 450 pounds. It has a reclining seat and a comfortable, fully adjustable armrest and an easily accessible battery.",The heavy duty 6Runner 14 power chair is great for daily use. A mid-wheel drive system and six-point ground contact ensures stability. The four post seating and suspension system increases stability and gives easy handling on most surfaces. It has a weight capacity that handles users up to 450 lbs.,2017-06-15,product,http://all-mobility-wp/product/power-wheelchairs/6runner-14-by-shoprider/,0,888WNLLHD,3699,6595,3699,instock,,visible,,0,Brand,,no,no,no,Color,Burgundy,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,simple,,Power Wheelchairs>Heavy Duty Power Wheelchairs,,,publish,1,6runner-14-by-shoprider,,,0,0,open,open,2017-06-15,no,no,,no,field_590b251b65338,,,,,,,no,SP181821RG|SV191821B|SV2121211/2RG|O216(K)|OXY-03|WH-0185(K)|ELRJET-R(K)|ELRJET-B(K)|BKS100L(K)|BKS100R(K),888WNLM|UL8WPBS|WH-0185(K)|888WA|858WM,,,,,,,no,taxable,standard,,,"a:1:{s:8:""pa_color"";a:7:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;s:24:""is_create_taxonomy_terms"";i:1;}}",3.0.3,,a:0:{},0,0,,,,,,,,,,,,,,,,,21.00,450.00,3.75,37.00,26.00,,26.00,,26.00,Shoprider,,Burgundy,,,,,,,,,,,,,,,,,450lb Weight Capacity  | Four Post Seating System |  Reclining Captain Seat,,,6runner14888WNLLHD.pdf,no,,,,,,,,,,,,,,"Overall Dimensions (L x W x H) | Number, Size of Tires | Suggested User Weight(1) | Weight of Heaviest Part(2) | Weight(3) | Each Battery Module Weight | Battery Size | Charger | Output Power of Motor | Maximum Speed | Maximum Climbing Angle | Safe Climbing Angle(4) | Range (Per Charge)(6) | Turning Radius | Model # | Standard Seat | (1)On level road | (2)Without basket and seating | (3)With basket, seat & batteries |  (4)Base on user weight of 200LB | (6)After the batteries and mechanical moving parts fully break in. |","42"" x 26"" x 49"" | 2, 7"" (2, 14"") 2, 7"" | Max. 450lb | - | 277lb | 34lb | 12V50AH x 2 | Off board (5A) | 1.34HP x 2 | 3.75MPH | 0.1 | 21.3 - 23.8 Miles | 18"" | 888WNLLHD | SV2121211/2RB | 0 | 0|||||",|||||||||||||||||||||,,,,,,,,,,,,,,,,,,
1447,Dasher 3 By Shoprider,"The Dasher 3 is great for people who like to get going. With a weight capacity of 250 pounds, it can comfortably accommodate a wide range of riders. The scooter is made up of three main parts, which can be easily taken apart with its quick disconnect system. The most any one piece weighs is 26 pounds. The Dasher 3 scooter is easy to maneuver with its tiller, which is adjustable for added comfort. The three tires are solid and it features a swivel seat. For added convenience, the scooter includes a handy front basket. It is available in burgundy","The Dasher 3 scooter has a weight capacity of 250 pounds and is ideal for anyone on the go. It can be broken down into three separate parts, the heaviest weighing only 25 pounds. Its disconnect assembly allows it to be easily disassembled and solid tires provide a smooth ride.",2017-06-15,product,http://all-mobility-wp/product/mobility-scooters/dasher-3-by-shoprider/,0,GK83,979,1795,979,instock,,visible,,0,Brand,,no,no,no,Color,Burgundy,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,simple,,Mobility Scooters>3 Wheel Mobility Scooters|Mobility Scooters>Indoor Mobility Scooters|Mobility Scooters>Portable Mobility Scooters,,,publish,1,dasher-3-by-shoprider,,,0,0,open,open,2017-06-15,no,no,,no,field_590b251b65338,,,,,,,no,SP161618RG|SF171613G|SF181614G(K)|OXY-03|300909-03|WH-0185-GK(K),SL73R|SL73NR|FS777R|TE-787NAR|7A,,,,,,,no,taxable,standard,,,"a:1:{s:8:""pa_color"";a:7:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;s:24:""is_create_taxonomy_terms"";i:1;}}",3.0.3,,a:0:{},0,0,,,,,,,,,,,,,,,,,18.00,250.00,3.80,33.00,7.50,,21.50,,7.50,Shoprider,,Burgundy,,,,,,,,,,,,,,,,,250lb Weight Capacity | Dismantles into Three Parts | Swivel Seating,,,Dasher3GK83.pdf,no,,,,,,,,,,,,,,"Overall Dimensions (L x W x H) | Number, Size of Tires | Suggested User Weight(1) | Weight of Heaviest Part(2) | Weight(3) | Each Battery Module Weight | Battery Size | Charger | Output Power of Motor | Maximum Speed | Maximum Climbing Angle | Safe Climbing Angle(4) | Range (Per Charge)(6) | Turning Radius | Ground Clearance | Handle Bar | Model # | Standard Seat | (1)On level road | (2)Without basket and seating | (3)With basket, seat & batteries | (4)Base on user weight of 200LB | (6)After the batteries and mechanical moving parts fully break in. |","41.5"" x 21.5"" x 35"" | 1, 8"" (2, 8"") | Max. 250lb | 25lb | 87lb | 22lb | 12V14AH x 2 | Off board (2A) | 0.5HP | 3.8MPH | 0.1 | 7.5 Miles | 33"" | 1.5"" | T-Bar | GK83 | SF181614B|||||||",|||||||||||||||||||||||,,,,,,,,,,,,,,,,,,
1448,Echo By Shoprider,"The Echo is a scooter built on a lightweight frame and is designed with the on-the-go user in mind. The Echo breaks down quickly and easily into three pieces for convenient portability and ease of storage. The heaviest of the three pieces weighs only 35 lbs. With a seat that is adjustable for height, the Echo has improved comfort built in, making riding this scooter a breeze! Standard equipment on the Echo includes a quick-connect battery pack along with solid tires and a travel basket for easy storage of small personal items. Available in red or blue.","The Echo is for on-the-go users. The lightweight scooter breaks down into three pieces for easy portability and storage. The heaviest piece weighs only 35 lbs. The seat is adjustable for height for added comfort. Standard equipment includes a quick-connect battery pack, solid tires and a travel basket for small items.",2017-06-15,product,http://all-mobility-wp/product/mobility-scooters/echo-by-shoprider/,0,SL73R,700,1495,700,instock,,visible,,0,Brand,,no,no,no,Color,blue|red,yes,yes,yes,Custom Attribute,,no,no,no,Customizable,,no,no,no,MoreSize,,no,no,no,Residuallimbsupport,,no,no,no,Seatupgrade,,no,no,no,SIze,,no,no,no,SOme Parametr,,no,no,no,Speed,,no,no,no,Sseatupgrade,,no,no,no,,,,,,,,variable,,Mobility Scooters>3 Wheel Mobility Scooters|Mobility Scooters>Indoor Mobility Scooters|Mobility Scooters>Portable Mobility Scooters,,,publish,1,echo-by-shoprider,,,0,0,open,open,2017-06-15,no,no,,no,field_590b251b65338,,,,,,,no,SF151413BG|SF181614G(K)|SF151413G|OXY-03|300909-03,GK83|SL73NR|FS777R|TE-787NAR|7A,,,,,,,no,taxable,standard,,,"a:1:{s:8:""pa_color"";a:7:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;s:24:""is_create_taxonomy_terms"";i:1;}}",3.0.3,,a:0:{},0,0,700,1495,1495,1495,700,700,1449,1449,1449,1449,1449,1449,,,,,15.00,250.00,3.80,32.00,8.00,,21.00,,8.00,Shoprider,,Red,,,,,,,,,,,,,,,,,Quick connect battery pack | Removable battery for charging | Adjustable seat height,,,echo3SL73.pdf,no,,,,,,,,,,,,,,"Overall Dimensions (L x W x H) | Number, Size of Tires | Suggested User Weight(1) | Weight of Heaviest Part(2) | Weight(3) | Each Battery Module Weight | Battery Size | Charger | Output Power of Motor | Maximum Speed | Maximum Climbing Angle | Safe Climbing Angle(4) | Range (Per Charge)(6) | Turning Radius | Ground Clearance | Handle Bar | Model # | Standard Seat | (1)On level road | (2)Without basket and seating | (3)With basket, seat & batteries | (4)Base on user weight of 200LB | (6)After the batteries and mechanical moving parts fully break in. |","37"" x 21"" x 36"" | 1, 8"" (2, 8"") | Max. 250lb | - | 70lb | 15lb | 12V10AH x 2 | Off board (2A) | 0.45HP | 3.8MPH | 0.1 | 8 Miles | 32"" | 1.5"" | T-Bar | SL73 | SF171413B|||||||",|||||||||||||||||||||||,,,,,,,,,,,,,,,,,,
